FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,FLAG
0,23.33,0,69.98,3,2,0,84.068909,50.5,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,1897.47,3976.26,50966.1,8,9,0,20.802821,7.281382,8.191041,65.52832623,0.004116,0,0,0,0,0,0
0,1.88,0,5.65,3,2,0,1900.529431,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,8521.89,7446.07,681582.07,66,16,0,20,7.203399,1.745379,115.195,0.0593787,1845518.275,1651170.193,0,14,27,0
0,107.53,0,322.58,3,1,0,101,101,33.666179,100.9985356,0.001464437,0,0,0,0,0,0
0,0,0,4.83,1,1,0,0.22,0.22,0.219528,0.219528364,0.000471636,0,0,0,0,0,0
1,172.66,426.74,158034.72,28,359,0,10.5,0.555887,3.429336,96.0214,103.5420188,3710.894769,3.06E-09,0,1,16,1
0,0,6778.5,291475.3,0,43,1,1.001349,0.739379,0,0,31.79330035,1.457833166,0,0,0,2,0
0,246604.77,47589.5,1072940.78,3,7,0,9.42459,3.327806,7.733333,23.2,0.09464043,472.0984568,0,0,0,9,0
0,7431.73,214.5,934271.37,52,2554,0,50,1.065986,52.355464,2722.484111,0.04368555,3524.780355,0,0,0,13,0
0,0,0,14.03,1,1,0,10.172054,10.172054,10.17155,10.17154968,0.000504,0,0,0,0,0,0
0,0,0,117.07,1,1,0,5,5,4.999527,4.999526814,0.000473186,0,0,0,0,0,0
0,492.76,224404.42,901559.75,8,4,0,2.72,0.785745,0.392621,3.14096572,0.00201428,0,0,0,0,0,0
0,0,0,21.9,1,1,0,0.306228,0.306228,0.305724,0.30572422,0.000504,0,0,0,0,0,0
0,23359.72,27049.27,1169229.5,35,13,0,972.434,182.498725,85.766674,3001.833603,-629.3501786,95357.7025,96084.93585,0,8,11,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,74202.78,0,222608.33,3,0,0,0,0,0.002268,0.00680304,-0.00680304,0,0,0,0,0,0
1,9397.79,8.46,28878.6,3,81,0,14,0.574405,15.5,46.5,0.026808863,0,0,0,0,1,1
0,19721.33,10970.53,381620.77,6,24,0,67.098686,8.876703,28.817319,172.9039126,40.13695874,22548.77657,0,0,0,22,0
0,17.41,0,52.22,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,7092.12,3620.74,1018988.67,135,17,0,0.01,0.009412,0,0,0.16,305.0000002,300.0000003,0,4,4,0
1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,10071.66,6393,953557.6,75,31,0,119.1,15.450363,6.960947,522.071,-43.1097515,1028858.677,591900.6923,0,10,38,0
0,28.04,25484.65,382690.35,15,15,0,14.82,1.200754,1.198403,17.97603878,0.03526417,0,0,0,0,0,0
0,0,10407.65,291414.15,0,28,1,1.067727,0.764748,0,0,21.41293785,1.28558971,0,0,0,2,0
0,0,0,330.62,1,1,0,1,1,0.99938,0.99938,0.00062,0,0,0,0,0,0
1,438.4,3767.08,13493.25,5,3,0,3.3,2.266667,1.359706,6.79853,0.00147,1.337,0,0,0,1,1
1,0,288.6,392817.07,1,4,0,2.9,1.439775,5.758239,5.7582389,0.000861,100.337,0,0,0,3,1
0,46.34,1369.49,991302.28,498,707,0,5.001905,0.705012,0.99981,497.9053731,0.538044384,475.01,0,0,0,6,0
1,244870.71,802.12,571557.68,2,102,0,5,0.843243,1.6625,3.325,82.68582349,1969.153252,2.153251761,0,1,10,1
1,0,24.5,49,0,2,0,1.01,1.005,0,0,2.01,0,0,0,0,1,1
1,3497.27,304.05,11859.32,2,16,0,10.090602,1.292019,10.84065,21.6813,-1.008995232,1.337,0,0,0,1,1
0,19.81,0,59.43,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,8.11,4248.69,140474.65,33,33,0,1315.55381,138.592388,138.591893,4573.532465,0.016345176,0,0,0,0,0,0
0,0,0,332.77,1,1,0,0.063007,0.063007,0.062387,0.06238721,0.00062,0,0,0,0,0,0
1,52707.28,1556.67,147444.6,2,27,0,1.018957,0.292148,3.745817,7.491633864,0.39636449,2.096680591,0,0,0,2,1
1,1284.89,0,2569.78,2,1,0,0.25,0.25,0.124832,0.24966302,0.00033698,0,0,0,0,1,1
1,107.2,28.66,271.72,2,2,0,1,1,0.999842,1.999685,0.000315,0,0,0,0,1,1
0,40.55,11358.08,660471.55,42,58,0,108.381069,38.391994,53.01694,2226.711473,0.024204603,0,100,0,1,0,0
1,0,35329.42,196737.82,1,4,0,1.1,0.649956,0.398963,0.39896305,2.200861,0,0,0,0,1,1
0,25.94,0.28,78.4,3,2,0,52.541715,50.5,33.666163,100.998488,0.001512,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,13872.15,4636.31,513490.18,31,18,0,33.547009,9.802476,5.690919,176.4184764,0.026088184,56171.13261,56171.13251,0,1,12,0
0,0,2189.64,13137.85,0,6,1,2.93,1.531667,0,0,9.19,0,0,0,0,0,0
0,15.96,470.28,972.48,2,2,0,4.319096,2.433288,2.42411,4.84821928,0.0183571,0,0,0,0,0,0
0,0,2940.51,217597.67,0,74,1,0.723467,0.374223,0,0,27.69248666,1.95328537,0,0,0,3,0
0,34.08,32176.91,418708.72,12,13,0,789,182.577692,197.791682,2373.500179,0.00982147,0,0,0,0,0,0
0,3750.4,3902.49,115249.55,12,18,0,12.430143,2.224262,3.335949,40.03138554,0.005334,602.0626158,0,0,0,2,0
0,38056.33,7.43,114183.87,3,2,0,4.227798,2.310396,1.408972,4.22691611,0.39387569,106.4058169,0.000000528,0,1,7,0
0,176.18,10197.69,31121.6,3,3,0,0.28,0.15,0.149357,0.448071043,0.001928957,0,0,0,0,0,0
1,0,96.43,164926.47,1,3,0,0.999958,0.671319,3.01,3.01,-0.996042,13.37,0,0,0,1,1
0,15631.04,3125.77,618965.75,29,53,0,2625,55.795762,25.441379,737.8,2219.375387,92280.66203,10109.18879,0,2,30,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,73884.48,5.7,517236.97,7,8,0,2.99,1.249375,2.556104,17.892728,-7.897728,916.9167395,0,0,0,9,0
0,158.33,0,316.65,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,1295.89,1461.84,982399.87,449,274,0,471,10.838602,6.777296,3043.005685,-73.22864042,1558011309,4128831.928,0,79,83,0
0,0,0,1.52,1,1,0,3.608504,3.608504,3.608032,3.608031984,0.000471636,0,0,0,0,0,0
0,33.99,0,101.98,3,1,0,101,101,33.666163,100.998488,0.001512,0,0,0,0,0,0
0,0,37945.9,303567.2,0,8,1,10,4.51909,0,0,36.15272386,0,0,0,0,0,0
0,59.44,2085.1,906247.85,408,423,0,1.077652,0.994212,1.02948,420.0276753,0.524149743,100,0,0,0,2,0
0,19.34,876.72,1891169.67,1999,2113,0,499.989,30.759633,32.51252,64992.52799,2.576351628,118.1371191,0,0,0,5,0
0,1697.79,1772.61,810255.43,282,187,0,1175,88.688726,58.810325,16584.5117,0.28004122,213503677.5,186169900.9,0,79,65,0
1,20465.38,2262.36,104380.98,3,19,0,2.069517,0.460465,2.915532,8.746595604,0.002247,0,0,0,0,1,1
0,539.26,8898.72,180129.68,37,18,0,228.742235,25.386863,12.349427,456.9287991,0.034735873,4967.756491,4967.742393,0,5,3,0
1,37.77,5.18,174.02,2,19,0,1.04,0.36467,3.463316,6.92663154,0.0021,13.37,0,0,0,1,1
0,162.1,0.82,325.83,2,2,0,93.831483,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
1,0,509.86,1019.72,0,2,0,3,1.9,0,0,3.8,99,0,0,0,1,1
0,202471.56,397.62,666660.12,3,149,0,129.185216,6.140223,304.963244,914.889732,0.0035075,938.995915,0,0,0,9,0
0,0,8170.15,24510.45,0,3,0,8.431381,4.564684,0,0,13.69405301,1074.478366,0,0,0,11,0
0,13.13,0,52.53,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
0,162.53,0.3,325.65,2,2,0,57.643344,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,35.4,1993.06,1286686.93,596,635,0,7.69,1.092387,1.163168,693.247895,0.417599616,367.0753538,0,0,0,3,0
0,159.59,0,319.18,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
1,323.86,136.68,5770.12,6,28,0,2,0.487614,2.274403,13.64641888,0.006775,17109,0,0,0,1,1
0,26.52,0,53.03,2,1,0,101,101,50.499475,100.99895,0.00105,0,0,0,0,0,0
0,17.85,0,71.38,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
0,1475.26,2122.87,848366.37,211,253,0,2705.202094,390.459478,468.180832,98786.15555,0.092359408,107850.817,107850.817,0,1,1,0
0,162.1,0.82,325.83,2,2,0,94.146538,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,21.68,0,65.03,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,15563.08,2272.79,549059.35,29,43,0,1.271342,0.178512,0.264183,7.66130638,0.01472501,0.014182946,0.014182946,0,1,1,0
0,22.61,0,67.82,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,0,37796.25,226777.48,0,6,1,12,3.053333,0,0,18.32,0.909108039,0,0,0,2,0
0,90968.95,0,272906.85,3,1,0,0.261083,0.261083,0.086412,0.25923537,0.001848,0.019666444,0,0,0,1,0
1,0,26391.89,158351.35,0,6,1,0,0,0,0,0,0,0,0,0,1,1
1,141.79,171.79,11757.77,49,28,0,139,10.874718,6.213423,304.4577281,0.03437049,55635.41061,55628.02582,0,2,29,1
1,0,1264.63,245518.5,1,34,0,10,1.441293,49.003094,49.00309432,0.000861,2.674,0,0,0,4,1
1,0,529.44,5294.42,0,10,0,3.8,0.903367,0,0,9.03366687,112.37,0,0,0,4,1
1,0,26091.16,156546.98,0,6,1,0,0,0,0,0,0,0,0,0,1,1
0,398.44,9139.68,943875.77,98,99,0,1.643531,0.12123,0.122286,11.98404036,0.017770824,100,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,1,0,0.002969,0.002969,0,0,0.002969,13.37,0,0,0,1,1
0,42306.41,6300.65,796614.9,16,19,0,5.36611,1.799414,2.136187,34.17899917,0.009867734,182.153176,0,0,0,1,0
1,0,352.7,8112.18,0,23,0,4.49,1.10693,0,0,25.4593893,100.337,0,0,0,4,1
0,0,4628.31,226787.22,0,49,1,3.849112,0.97675,0,0,47.86077335,2.616210053,0,0,0,2,0
0,13.47,3226.94,712311.78,177,220,0,30.01,1.707317,2.121669,375.535352,0.074340004,0,0,0,0,0,0
0,162.22,0,324.43,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,163.68,0,327.37,2,2,0,66.372672,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,0,0,47.23,1,1,0,20.009559,20.009559,20.008512,20.00851204,0.001046957,0,0,0,0,0,0
0,306.22,2299.96,100416.07,35,39,0,1.090548,0.576355,0.641804,22.46312683,0.014721,0,0,0,0,0,0
0,176.1,6234.35,1020036.7,128,160,0,0.202384,0.104542,0.130346,16.68429778,0.042386191,56.20992668,0,0,0,3,0
0,4.17,5130.87,30810.22,6,6,0,13.28167,3.224342,3.223885,19.34331103,0.002738968,0,0,0,0,0,0
1,12745.43,543.58,53156.05,4,4,0,1,0.874586,0.873725,3.49490168,0.003444,113.37,0,0,0,3,1
0,1394.22,1885.01,12135.37,6,2,0,6.7,3.745,1.247892,7.487354,0.002646,0,0,0,0,0,0
1,0,0,200.72,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1,0,504.46,269522.73,1,29,0,20,5.123842,148.59098,148.5909801,0.000441,4587.16639,0,0,0,6,1
0,0,0,1766.52,0,1,1,1,1,0,0,1.0000001,0,0,0,0,0,0
1,9117.62,427.48,19945.13,2,4,0,1,0.575061,1.149261,2.29852136,0.001722,13.37,0,0,0,1,1
0,1125.1,10336.98,462139.32,80,36,0,7.8591,2.429234,1.122761,89.82086,-2.36842168,559613.1354,559596.0286,0,14,18,0
0,0,8655.23,1081904.15,0,125,1,0.402418,0.186779,0,0,23.34742062,6.948537799,0,0,0,5,0
0,6887.65,3437.19,1019253.2,139,18,0,0.01,0.008944,0,0,0.161,3105.501001,3100.000001,0,4,9,0
1,0,41.15,18663.42,1,6,0,5,2.32558,13.953374,13.95337417,0.000105,0,0,0,0,1,1
0,7.17,11967.99,83826.17,7,7,0,8,5.06824,5.066455,35.46518237,0.01249702,0,0,0,0,0,0
0,4367.66,377.69,157360.63,10,301,0,11.131,4.651466,140.007726,1400.077262,0.01414601,618.636547,0,0,0,4,0
1,0,39571.83,197859.13,0,5,1,0,0,0,0,0,0,0,0,0,1,1
0,29260.33,0,58520.67,2,1,0,0.6,0.6,0.299188,0.59837566,0.00162434,0,0,0,0,0,0
0,0,2087.17,319337.02,0,153,1,1.536004,0.614212,0,0,93.97444153,1.82458239,0,0,0,2,0
0,8.75,26227.35,131180.5,5,5,0,12.62,5.48754,5.486018,27.43008801,0.007611987,0,0,0,0,0,0
0,0,0,47.32,1,1,0,0.25,0.25,0.2478,0.2478,0.0022,0,0,0,0,0,0
0,110.22,0,330.65,3,1,0,101,101,33.666143,100.9984278,0.001572218,0,0,0,0,0,0
0,61095.15,4126.96,212174.15,3,7,0,1.8,0.693808,1.583618,4.75085408,0.105799476,519.840852,0,0,0,8,0
1,2000.04,436.48,10364.88,3,10,0,6.994,1.464773,4.881717,14.64515134,0.002583,0,0,0,0,1,1
0,13944.85,13269.39,910228.38,51,15,0,5.247801,2.154091,0.763472,38.93706538,-6.625704901,80766.38149,75595.2696,0,12,34,0
0,21.63,0,64.9,3,1,0,101,101,33.665988,100.9979647,0.002035312,0,0,0,0,0,0
0,32225.15,19218.63,940159.23,25,7,0,5.195,4.456714,1.71368,42.842,-11.645,5314.979483,4229,0,2,21,0
1,1518.99,2683.08,35589.8,4,11,0,0.99832,0.378499,1.0375,4.15,0.01349137,1.337,0,0,0,1,1
0,2200.29,9038.91,157884.85,43,7,0,50,14.898286,4.297442,184.79,-80.502,153046.99,154500,0,3,4,0
1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,0,35494.8,248463.62,0,7,1,1.002685,0.594056,0,0,4.158391055,0,0,0,0,0,0
0,11.98,2894,220831.03,74,76,0,2000,362.763995,372.567534,27569.99749,0.066171,0,0,0,0,0,0
0,124157.28,26119.49,980019.12,6,9,0,1.99958,0.938257,0.152922,0.917534604,7.5267775,1261.395245,0,0,3,13,0
0,6833.51,7404.16,536452.07,59,18,0,6.9964,1.602941,0.492966,29.085,-0.23207024,55334.07699,50095.9233,0,14,35,0
0,24.18,0.33,73.22,3,2,0,83.909339,50.5,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,162.23,0.03,324.53,2,2,0,52.039698,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,31.29,1911.71,5829.02,3,3,0,8.998039,3.363652,3.362249,10.08674753,0.00420895,0,0,0,0,0,0
0,0.88,5868.52,129126.73,22,22,0,1.015688,0.979038,0.978194,21.52026828,0.018574,0,0,0,0,0,0
0,1.27,0.38,4.55,3,2,0,1492.495456,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,5558.6,2907.45,808639.53,112,64,0,104,21.900117,13.608553,1524.157974,-122.5504883,30374556.6,30315227.88,0,22,55,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,7598.36,28190.53,1,2,0,0.3,0.175,0.349517,0.349517,0.000483,0,0,0,0,1,1
0,0,232.85,64500.23,0,277,1,62,1.393973,0,0,386.1305073,0,0,0,0,0,0
0,35647.27,60.38,642194.28,18,9,0,23.229648,11.361111,5.67965,102.2337028,0.01629724,4079.521178,7.701891438,0,2,19,0
1,0,30.98,1856.6,1,49,0,5,0.913521,44.762123,44.76212345,0.00042,0,0,0,0,1,1
0,0,0,13.88,1,1,0,0.258024,0.258024,0.257604,0.2576036,0.00042,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,24673.67,172715.68,0,7,1,0,0,0,0,0,0,0,0,0,1,1
0,80791.4,0,242374.2,3,1,0,70,70,23.32,69.96,0.04,594904.1808,594000,0,1,8,0
0,42095.76,54071.5,625267.9,11,3,0,0.231853,0.156611,0.079503,0.87452786,-0.404696,5116.205619,7054.486,0,4,16,0
0,5.48,13900.63,319835.12,22,23,0,0.005,0.003261,0,0,0.075,1.25E-10,0,0,17,1,0
0,0,373502.99,747016.12,1,2,0,5.034407,2.637464,0.234521,0.234521,5.040407,4.76E-08,0,0,0,1,0
0,252.01,241132.3,966293.25,7,4,0,1.22,0.369962,0.211129,1.47790471,0.00194523,0,0,0,0,0,0
0,162.38,0.63,326.03,2,2,0,71.125868,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,5173.8,4691.58,930590.25,91,98,0,385.502246,73.8723,79.553928,7239.407486,0.077963,761672,761672,0,1,5,0
0,60.23,40069.08,361103.55,8,9,0,1.29,0.23674,0.263985,2.11187807,0.018777798,0,0,0,0,0,0
0,26577.3,6973.26,529835.78,16,15,0,3.5,0.97967,0.917788,14.684609,0.0104419,73.94658396,0.4,0,1,7,0
0,0,44165.06,88330.12,0,2,1,30,15,0,0,30,0,0,0,0,0,0
0,3.92,0,11.77,3,2,0,1390.944094,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,2173.23,29395.18,1029861.23,14,34,0,22.8668,7.871693,19.116551,267.631713,0.005842391,0.150652595,0.150652595,0,1,1,0
0,743.91,0,5951.32,8,1,0,0.007429,0.007429,0,0,0.00742902,93.12864378,93,0,1,1,0
0,21466.84,20051.27,674198.88,23,9,0,20.095,6.755565,4.835781,111.2229715,-50.42288815,440.5877629,0.000000015,0,1,10,0
0,23184.81,0,278217.7,12,1,0,0.1,0.1,0.0075,0.09,0.01,0,0,0,2,1,0
0,990.52,243.95,474365.92,257,901,0,1.510087,0.327493,1.147511,294.9102479,0.160654581,110.0614328,0,0,0,5,0
1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,23.9,998.74,1299432.23,379,1292,0,2.334296,0.287119,0.977138,370.335402,0.622035843,536.0263427,0,0,0,9,0
0,406.61,10909.43,729037.15,49,65,0,6.326516,0.71059,0.941416,46.1293779,0.058978049,2.047809554,0,0,0,1,0
0,0,0,9254.08,1,1,0,4.995,4.995,4.99458,4.99457998,0.00042002,0,0,0,0,0,0
1,1698.96,79.34,34852,20,11,0,8.8,1.188789,0.6525,13.05,0.026682869,0,0,0,0,1,1
0,18.77,138.96,1483.4,5,10,0,827.7191,95.226721,190.452969,952.2648429,0.002370218,0,0,0,0,0,0
0,14.93,3172.95,12751.52,4,4,0,7.452306,3.063672,3.057405,12.22961855,0.0250713,0,0,0,0,0,0
0,0,5195.59,88324.98,0,17,1,129.73,53.395049,0,0,907.7158249,0,0,0,0,0,0
0,4201.06,1461.06,176626.48,41,3,0,2.248768,1.63125,0.140976,5.78,-0.88624919,27750.44027,663.0814266,0,4,18,0
0,9597.58,4409.66,1032644.65,69,84,0,25.865828,6.289556,7.642025,527.2997019,1.023038532,13483.94234,11536.90997,0,10,27,0
1,0,0,697.63,1,1,0,0.1,0.1,0.099517,0.099517,0.000483,13.37,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,1
0,160.51,0.48,322.47,2,3,0,56.99895,33.666667,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,1.78,44235.77,132712.65,3,3,0,0.99,0.659874,0.659298,1.977893303,0.001728697,0,0,0,0,0,0
1,0,0,37.33,0,1,1,0.05,0.05,0,0,0.05,0,0,0,0,1,1
1,0,11.06,28570.75,1,2,0,0.7,0.6,1.19895,1.19895,0.00105,13.37,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,8449.21,2071.7,257132.6,27,14,0,93.23944,13.12182,7.025484,189.6880584,-5.982584246,12740.03357,15179.857,0,4,8,0
1,33200.86,141.86,100737.45,3,8,0,10.995,2.339529,6.238472,18.71541475,0.000819,0,0,0,0,1,1
0,23.88,0.25,72.13,3,2,0,98.249421,50.5,33.666151,100.9984539,0.001546075,0,0,0,0,0,0
1,5060.24,2.62,30366.68,6,2,0,0.75,0.63973,0.212438,1.27463,0.00483,0,0,0,0,1,1
1,0,4550.37,36288.35,1,3,0,1.067,0.432333,1.296139,1.296139,0.000861,0,0,0,0,1,1
0,0,10570.98,147993.73,0,14,1,19.999454,4.578779,0,0,64.10290789,1.440921583,0,0,0,1,0
0,161.74,0.82,325.12,2,2,0,82.128391,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,2905.31,43704.76,559320.92,12,12,0,14.91536,5.112816,5.108333,61.3,0.05379662,20986.52341,0,0,0,11,0
0,0,9042.13,198926.8,0,22,1,5.999495,1.588658,0,0,34.95046961,1.359704311,0,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,0,2009.3,198921.02,0,99,1,0.384892,0.194394,0,0,19.24500665,1.146492002,0,0,0,2,0
0,163.38,0.01,328.9,2,183,0,2.564462,0.551913,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,0,2489.06,228993.17,0,92,1,5.270916,1.099582,0,0,101.1615778,3.590003359,0,0,0,3,0
0,78085.1,6594.06,943282.57,6,72,0,0.5,0.088887,1.066231,6.397388553,0.002442,604.8774744,0,0,0,7,0
1,0,0,91337.77,1,1,0,0.5,0.5,0.499139,0.499139,0.000861,0,0,0,0,1,1
0,23.13,0,69.38,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
1,40.37,63.77,8120.47,119,52,0,515.221411,17.20108,7.515546,894.34992,0.106229676,1064397.019,1066888.802,0,5,51,1
0,0,2073.64,319340.05,0,154,1,1.000069,0.449732,0,0,69.25874125,1.670521252,0,0,0,2,0
1,4198.06,1832.94,194883,8,88,0,86.862386,1.995972,21.960258,175.6820632,-0.036549672,110824.2583,0,0,0,21,1
1,1489.41,2867.81,17317.85,2,5,0,3.562142,0.941377,2.352581,4.705162983,0.001722,0,0,0,0,1,1
0,19.97,0,59.92,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,2782.01,614.87,161910.9,54,19,0,39.995,8.021378,2.832148,152.936,-0.52980937,6173173.592,982.5663189,0,17,33,0
0,0,0,108614.17,1,1,0,1,1,0.999559,0.999559,0.000441,0.075326558,0,0,0,3,0
0,0,1989.43,198942.55,0,100,1,0.36987,0.189562,0,0,18.95622454,1.116926464,0,0,0,2,0
0,32.45,12921.57,129540.15,10,10,0,1.014875,1.004819,1.004055,10.04055439,0.007636018,0,0,0,0,0,0
1,0,117.49,13302.7,1,2,0,0.501,0.255059,0.509257,0.509257,0.000861,0,0,0,0,1,1
0,0,0,5736.35,1,1,0,0.019901,0.019901,0.019397,0.019397014,0.000504,0,0,0,0,0,0
0,1018.81,6.29,3075.3,3,3,0,5,3.332667,3.332226,9.996677,0.001323,0.99993431,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,20981.23,121771.36,596107.57,11,3,0,20.173085,10.397695,2.833016,31.16317907,0.029906,8898.2,8898.2,0,3,1,0
0,10205.92,12357.92,980940.5,61,29,0,1.646574,0.299164,0.145679,8.886444352,-0.210687528,2264.639889,1079.383368,0,6,17,0
0,0,5647.25,225889.9,0,40,1,1.000399,0.357637,0,0,14.30546713,0,0,0,0,0,0
0,0,45356.44,226782.18,0,5,1,8.521318,2.964019,0,0,14.82009691,0.23542833,0,0,0,2,0
0,0,0,4.33,1,1,0,1,1,0.999071,0.999070663,0.000929337,0,0,0,0,0,0
0,27016.12,44867.83,719316.67,15,7,0,9.999531,2.202898,1.027493,15.41239677,0.007889719,47648.50562,2929.488419,0,2,7,0
0,42547.79,72976.79,431669.3,5,3,0,12.49142,5.522174,3.312864,16.56431831,0.002205,125.5999683,0,0,0,3,0
0,38287.05,21711.25,1631852.28,12,54,0,1.071874,0.665876,2.850606,34.20727659,1.750034339,100500315.4,0,0,0,8,0
0,4.35,1015.49,815853.42,796,800,0,3.364086,0.28887,0.289901,230.7615805,0.33432001,138.9037719,0,0,0,1,0
0,55.7,122.02,20152.48,31,151,0,13.807301,4.743747,23.106071,716.28821,0.01753388,0,0,0,0,0,0
0,8252.81,13955.93,801929.58,16,48,0,56.671765,6.404237,19.212001,307.3920092,0.011364502,601.0665275,1.06652749,0,1,2,0
0,29.19,47805,382673.58,8,8,0,0.399095,0.255531,0.252826,2.02260751,0.02164219,0,0,0,0,0,0
0,127.07,2391.94,142649.22,12,59,0,0.258761,0.205877,0.978073,11.73688128,0.409890092,108.4888908,0,0,0,6,0
0,14.84,0,103.88,7,1,0,101,101,14.428067,100.996472,0.003528,0,0,0,0,0,0
0,1.18,0.97,5.48,3,2,0,1632.056168,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
1,0,3506.48,28051.82,0,8,1,0,0,0,0,0,0,0,0,0,1,1
0,105.47,7259.99,103116.38,14,14,0,0.102009,0.090319,0.08952,1.25328657,0.01117319,0,0,0,0,0,0
1,8338.44,939.88,22316.15,2,6,0,2.410442,0.857926,2.572918,5.145835175,0.001722,1.337,0,0,0,1,1
0,8351.97,8391,944514.18,94,19,0,171.999,59.203845,21.682049,2038.112585,-913.2395353,3761227.59,3645171.112,0,5,24,0
0,2899.12,3174.58,1134563.5,226,151,0,128,13.956481,9.322676,2106.924684,0.503980684,336056.6294,232505.4552,0,74,50,0
1,0,49447.52,197790.07,0,4,1,0,0,0,0,0,0,0,0,0,1,1
0,12.12,4530.86,95402.6,21,21,0,20,3.695417,3.694997,77.59493607,0.008820006,0,0,0,0,0,0
1,0,2806.36,24608.32,1,3,0,0.993994,0.365204,1.093659,1.093659,0.001953,0,0,0,0,1,1
0,4.94,18087.52,361824.48,15,20,0,4.688713,1.104625,1.470849,22.06273829,0.029758452,0,0,0,0,0,0
0,0,1874.25,226784.58,0,121,1,0.507283,0.224117,0,0,27.11816589,0.364897397,0,0,0,1,0
0,2.28,14639.7,131777.85,9,9,0,1,0.410631,0.410149,3.691340447,0.004336943,0,0,0,0,0,0
0,3521.36,8988.26,349899.58,33,26,0,13.941259,5.869302,4.623208,152.565852,0.036008933,505.7036303,0,0,0,4,0
0,109.48,0,328.45,3,2,0,52.348566,50.5,33.666004,100.9980123,0.001987749,0,0,0,0,0,0
1,0,162.45,11146.08,1,51,0,10,1.042359,54.159873,54.15987303,-0.99958,0,0,0,0,1,1
0,0,0,1.35,1,1,0,6.291,6.291,6.290528,6.290528364,0.000471636,0,0,0,0,0,0
0,265.5,94079.21,471723.55,5,5,0,0.1,0.029026,0.028719,0.143595181,0.001533949,0,0,0,0,0,0
0,4.57,6087.57,834605.03,133,137,0,99.160242,10.700669,11.021655,1465.880065,0.111640448,0,0,0,0,0,0
0,7841.89,5507.27,758388.17,63,48,0,137.189827,5.252367,3.976395,250.5128965,1.600703495,1682.875902,0,0,0,10,0
1,0,0,1418.78,1,1,0,3.99,3.99,3.9859,3.9859,0.0041,100,0,0,0,1,1
